C,H,O,N,C13,S,P,El_comp,Class,DBE,DBEO,AI,AImod,O_C,H_C,N_C,P_C,N_P,P_N,NOSC,GFE,PI,nkm,KD-CH2,KD-CO2,KD-H2,KD-O2,KD-H2O,KD-CHO,molecular formula,outline,specifics,MSCC
22,19,11,1,0,0,0,CHON,Lignin,14.0,3.0,0.2,0.48387,0.5,0.86364,0.04545,0.0,inf,0.0,0.27273,52.52727,0.54545,473.0,0.17375,0.46423,3.32044,0.50529,0.07713,0.31008,C22H19O11N,PUCs,Lignin-like,Not Matched
22,20,11,0,1,0,0,CHO,Lignin,13.0,2.0,0.18182,0.45455,0.5,0.90909,0.0,0.0,0.0,0.0,0.09091,57.70909,0.5,461.0,0.15895,0.46286,3.22588,0.50287,0.08557,0.31261,C(13)22H20O11,PUCs,Lignin-like,POCs
19,25,11,0,1,0,1,CHOP,Lignin,8.0,-3.0,0.0,0.12,0.57895,1.31579,0.0,0.05263,0.0,inf,-0.42105,72.3,0.57895,461.0,0.17494,0.44686,3.24176,0.48687,0.06958,0.29662,C(13)19H25O11P,PUCs,Lignin-like,POCs
19,24,13,0,1,0,0,CHO,Tannin,8.0,-5.0,0.0,0.12,0.68421,1.26316,0.0,0.0,0.0,0.0,0.10526,57.3,0.68421,461.0,0.15855,0.46326,3.22549,0.50327,0.08597,0.31301,C(13)19H24O13,PUCs,Tannin-like,POCs
23,23,10,1,0,0,0,CHON,Lignin,13.0,3.0,0.16667,0.41176,0.43478,1.0,0.04348,0.0,inf,0.0,0.0,60.3,0.47826,473.0,0.132,0.50604,3.27897,0.5471,0.11891,0.35188,C23H23O10N,PUCs,Lignin-like,Not Matched
23,24,10,0,1,0,0,CHO,Lignin,12.0,2.0,0.15385,0.38889,0.43478,1.04348,0.0,0.0,0.0,0.0,-0.17391,65.25652,0.43478,461.0,0.1172,0.50467,3.18441,0.54468,0.12734,0.35441,C(13)23H24O10,PUCs,Lignin-like,POCs
20,29,10,0,1,0,1,CHOP,Lignin,7.0,-3.0,0.0,0.07143,0.5,1.45,0.0,0.05,0.0,inf,-0.7,80.25,0.5,461.0,0.13318,0.48867,3.20028,0.52868,0.11135,0.33841,C(13)20H29O10P,PUCs,Lignin-like,Lipid
20,28,12,0,1,0,0,CHO,Lignin,7.0,-5.0,0.0,0.07143,0.6,1.4,0.0,0.0,0.0,0.0,-0.2,66.0,0.6,461.0,0.1168,0.50507,3.18401,0.54508,0.12774,0.35481,C(13)20H28O12,PUCs,Lignin-like,Lipid
21,33,9,0,1,0,1,CHOP,Protein,6.0,-3.0,0.0,0.03226,0.42857,1.57143,0.0,0.04762,0.0,inf,-0.95238,87.44286,0.42857,461.0,0.09143,0.53048,3.15881,0.57049,0.15313,0.38021,C(13)21H33O9P,UAAs,Aliphatic-like,Lipid
21,32,11,0,1,0,0,CHO,Lignin,6.0,-5.0,0.0,0.03226,0.52381,1.52381,0.0,0.0,0.0,0.0,-0.47619,73.87143,0.52381,461.0,0.07505,0.54688,3.14253,0.5869,0.16952,0.39661,C(13)21H32O11,UAAs,Aliphatic-like,Lipid
22,37,8,0,1,0,1,CHOP,Protein,5.0,-3.0,0.0,0.0,0.36364,1.68182,0.0,0.04545,0.0,inf,-1.18182,93.98182,0.36364,462.0,1.04968,0.42771,4.11733,0.38769,0.8051,0.578,C(13)22H37O8P,UAAs,Aliphatic-like,Lipid
20,10,14,0,0,0,0,CHO,ConHC,16.0,2.0,0.33333,0.69231,0.7,0.5,0.0,0.0,0.0,0.0,0.9,34.65,0.7,474.0,0.27356,0.36564,3.42624,0.40677,0.0222,0.2112,C20H10O14,PAs,Cond. aromatic-like,POCs
21,14,13,0,0,0,0,CHO,ConHC,15.0,2.0,0.25,0.58621,0.61905,0.66667,0.0,0.0,0.0,0.0,0.57143,44.01429,0.61905,474.0,0.23181,0.40745,3.38476,0.44859,0.01958,0.25299,C21H14O13,PPAs,Polyphenol-like,POCs
18,19,13,0,0,0,1,CHOP,Tannin,10.0,-3.0,0.0,0.2381,0.72222,1.05556,0.0,0.05556,0.0,inf,0.11111,57.13333,0.72222,474.0,0.24779,0.39145,3.40064,0.43258,0.00359,0.23699,C18H19O13P,PUCs,Tannin-like,POCs
18,18,15,0,0,0,0,CHO,Tannin,10.0,-5.0,0.0,0.2381,0.83333,1.0,0.0,0.0,0.0,0.0,0.66667,41.3,0.83333,474.0,0.23141,0.40785,3.38437,0.44899,0.01998,0.25339,C18H18O15,PUCs,Tannin-like,POCs
33,14,2,0,0,1,0,CHOS,ConHC,27.0,25.0,0.8,0.80645,0.06061,0.42424,0.0,0.0,0.0,0.0,-0.24242,67.20909,0.06061,474.0,0.04681,0.5927,3.201,0.63384,0.20467,0.43817,C33H14O2S,PAs,Cond. aromatic-like,POCs
22,18,12,0,0,0,0,CHO,Lignin,14.0,2.0,0.2,0.5,0.54545,0.81818,0.0,0.0,0.0,0.0,0.27273,52.52727,0.54545,474.0,0.19005,0.44926,3.34329,0.4904,0.06135,0.29479,C22H18O12,PPAs,Polyphenol-like,POCs
19,22,12,0,0,1,0,CHOS,Lignin,9.0,-3.0,0.0,0.16667,0.63158,1.15789,0.0,0.0,0.0,0.0,0.21053,54.3,0.63158,474.0,0.12872,0.51068,3.28237,0.55182,0.12272,0.35618,C19H22O12S,PUCs,Lignin-like,POCs
19,23,12,0,0,0,1,CHOP,Lignin,9.0,-3.0,0.0,0.16667,0.63158,1.21053,0.0,0.05263,0.0,inf,-0.21053,66.3,0.63158,474.0,0.20603,0.43326,3.35916,0.47439,0.04536,0.27879,C19H23O12P,PUCs,Lignin-like,POCs
19,22,14,0,0,0,0,CHO,Tannin,9.0,-5.0,0.0,0.16667,0.73684,1.15789,0.0,0.0,0.0,0.0,0.31579,51.3,0.73684,474.0,0.18965,0.44966,3.34289,0.4908,0.06175,0.29519,C19H22O14,PUCs,Tannin-like,POCs
30,18,6,0,0,0,0,CHO,ConHC,22.0,16.0,0.66667,0.7037,0.2,0.6,0.0,0.0,0.0,0.0,-0.2,66.0,0.2,474.0,0.10734,0.53208,3.26113,0.57323,0.1441,0.37758,C30H18O6,PAs,Cond. aromatic-like,POCs
23,22,11,0,0,0,0,CHO,Lignin,13.0,2.0,0.16667,0.42857,0.47826,0.95652,0.0,0.0,0.0,0.0,0.0,60.3,0.47826,474.0,0.1483,0.49107,3.30181,0.53221,0.10313,0.33658,C23H22O11,PUCs,Lignin-like,POCs
20,27,11,0,0,0,1,CHOP,Lignin,8.0,-3.0,0.0,0.11111,0.55,1.35,0.0,0.05,0.0,inf,-0.5,74.55,0.55,474.0,0.16428,0.47507,3.31769,0.51621,0.08714,0.32058,C20H27O11P,PUCs,Lignin-like,Lipid
20,26,13,0,0,0,0,CHO,Tannin,8.0,-5.0,0.0,0.11111,0.65,1.3,0.0,0.0,0.0,0.0,0.0,60.3,0.65,474.0,0.1479,0.49147,3.30142,0.53261,0.10353,0.33698,C20H26O13,PUCs,Lignin-like,POCs
31,22,5,0,0,0,0,CHO,ConHC,21.0,16.0,0.61538,0.64912,0.16129,0.70968,0.0,0.0,0.0,0.0,-0.3871,71.33226,0.16129,474.0,0.06559,0.57389,3.21966,0.61504,0.18588,0.41938,C31H22O5,PPAs,Polyphenol-like,POCs
24,26,10,0,0,0,0,CHO,Lignin,12.0,2.0,0.14286,0.36842,0.41667,1.08333,0.0,0.0,0.0,0.0,-0.25,67.425,0.41667,474.0,0.10655,0.53288,3.26034,0.57403,0.1449,0.37838,C24H26O10,PUCs,Lignin-like,POCs
21,31,10,0,0,0,1,CHOP,Lignin,7.0,-3.0,0.0,0.06667,0.47619,1.47619,0.0,0.04762,0.0,inf,-0.7619,82.01429,0.47619,474.0,0.12253,0.51688,3.27621,0.55802,0.12891,0.36238,C21H31O10P,PUCs,Lignin-like,Lipid
21,30,12,0,0,0,0,CHO,Lignin,7.0,-5.0,0.0,0.06667,0.57143,1.42857,0.0,0.0,0.0,0.0,-0.28571,68.44286,0.57143,474.0,0.10615,0.53328,3.25994,0.57443,0.1453,0.37878,C21H30O12,PUCs,Lignin-like,Lipid
32,26,4,0,0,0,0,CHO,Lignin,20.0,16.0,0.57143,0.6,0.125,0.8125,0.0,0.0,0.0,0.0,-0.5625,76.33125,0.125,474.0,0.02384,0.6157,3.17818,0.65685,0.22765,0.46117,C32H26O4,PPAs,Polyphenol-like,POCs
25,30,9,0,0,0,0,CHO,Lignin,11.0,2.0,0.125,0.31707,0.36,1.2,0.0,0.0,0.0,0.0,-0.48,73.98,0.36,474.0,0.06479,0.57469,3.21886,0.61584,0.18668,0.42018,C25H30O9,PUCs,Lignin-like,POCs
22,35,9,0,0,0,1,CHOP,Protein,6.0,-3.0,0.0,0.0303,0.40909,1.59091,0.0,0.04545,0.0,inf,-1.0,88.8,0.40909,474.0,0.08077,0.55869,3.23474,0.59983,0.17069,0.40418,C22H35O9P,UAAs,Aliphatic-like,Lipid
22,34,11,0,0,0,0,CHO,Protein,6.0,-5.0,0.0,0.0303,0.5,1.54545,0.0,0.0,0.0,0.0,-0.54545,75.84545,0.5,474.0,0.06439,0.57509,3.21847,0.61624,0.18708,0.42058,C22H34O11,UAAs,Aliphatic-like,Lipid
33,30,3,0,0,0,0,CHO,UnsatHC,19.0,16.0,0.53333,0.55556,0.09091,0.90909,0.0,0.0,0.0,0.0,-0.72727,81.02727,0.09091,475.0,0.98208,0.34249,4.13671,0.30133,0.73057,0.49703,C33H30O3,PPAs,Polyphenol-like,POCs
26,34,8,0,0,0,0,CHO,Lignin,10.0,2.0,0.11111,0.27273,0.30769,1.30769,0.0,0.0,0.0,0.0,-0.69231,80.03077,0.30769,474.0,0.02304,0.6165,3.17739,0.65765,0.22845,0.46197,C26H34O8,PUCs,Lignin-like,POCs
23,39,8,0,0,0,1,CHOP,Protein,5.0,-3.0,0.0,0.0,0.34783,1.69565,0.0,0.04348,0.0,inf,-1.21739,94.99565,0.34783,474.0,0.03902,0.6005,3.19326,0.64165,0.21246,0.44597,C23H39O8P,UAAs,Aliphatic-like,Lipid
20,14,13,0,1,0,0,CHO,ConHC,14.0,1.0,0.14286,0.55556,0.65,0.7,0.0,0.0,0.0,0.0,0.6,43.2,0.65,463.0,0.22911,0.39531,3.30888,0.43549,0.01644,0.24443,C(13)20H14O13,PPAs,Polyphenol-like,POCs
21,17,12,1,0,0,0,CHON,Lignin,14.0,2.0,0.125,0.5,0.57143,0.80952,0.04762,0.0,inf,0.0,0.47619,46.72857,0.61905,475.0,0.20216,0.43849,3.36197,0.47971,0.04977,0.28369,C21H17O12N,PPAs,Polyphenol-like,Not Matched
21,18,12,0,1,0,0,CHO,Lignin,13.0,1.0,0.11111,0.46667,0.57143,0.85714,0.0,0.0,0.0,0.0,0.28571,52.15714,0.57143,463.0,0.18736,0.43712,3.26741,0.4773,0.05821,0.28623,C(13)21H18O12,PUCs,Lignin-like,POCs
18,23,12,0,1,0,1,CHOP,Lignin,8.0,-4.0,0.0,0.09091,0.66667,1.27778,0.0,0.05556,0.0,inf,-0.22222,66.63333,0.66667,463.0,0.20334,0.42111,3.28328,0.46129,0.04222,0.27023,C(13)18H23O12P,PUCs,Lignin-like,POCs
18,22,14,0,1,0,0,CHO,Tannin,8.0,-6.0,0.0,0.09091,0.77778,1.22222,0.0,0.0,0.0,0.0,0.33333,50.8,0.77778,463.0,0.18696,0.43752,3.26701,0.4777,0.05861,0.28663,C(13)18H22O14,PUCs,Tannin-like,POCs
22,21,11,1,0,0,0,CHON,Lignin,13.0,2.0,0.1,0.41935,0.5,0.95455,0.04545,0.0,inf,0.0,0.18182,55.11818,0.54545,475.0,0.1604,0.4803,3.32049,0.52153,0.09155,0.32549,C22H21O11N,PUCs,Lignin-like,Not Matched
22,22,11,0,1,0,0,CHO,Lignin,12.0,1.0,0.09091,0.39394,0.5,1.0,0.0,0.0,0.0,0.0,0.0,60.3,0.5,463.0,0.14561,0.47893,3.22593,0.51911,0.09999,0.32802,C(13)22H22O11,PUCs,Lignin-like,POCs
19,27,11,0,1,0,1,CHOP,Lignin,7.0,-4.0,0.0,0.04,0.57895,1.42105,0.0,0.05263,0.0,inf,-0.52632,75.3,0.57895,463.0,0.16159,0.46292,3.24181,0.50311,0.084,0.31203,C(13)19H27O11P,PUCs,Lignin-like,Lipid
19,26,13,0,1,0,0,CHO,Tannin,7.0,-6.0,0.0,0.04,0.68421,1.36842,0.0,0.0,0.0,0.0,0.0,60.3,0.68421,463.0,0.14521,0.47933,3.22554,0.51951,0.10039,0.32842,C(13)19H26O13,PUCs,Tannin-like,Not Matched
23,25,10,1,0,0,0,CHON,Lignin,12.0,2.0,0.08333,0.35294,0.43478,1.08696,0.04348,0.0,inf,0.0,-0.08696,62.77826,0.47826,475.0,0.11865,0.52211,3.27902,0.56334,0.13332,0.36729,C23H25O10N,PUCs,Lignin-like,Not Matched
23,26,10,0,1,0,0,CHO,Lignin,11.0,1.0,0.07692,0.33333,0.43478,1.13043,0.0,0.0,0.0,0.0,-0.26087,67.73478,0.43478,463.0,0.10385,0.52074,3.18446,0.56093,0.14176,0.36982,C(13)23H26O10,PUCs,Lignin-like,POCs
20,31,10,0,1,0,1,CHOP,Lignin,6.0,-4.0,0.0,0.0,0.5,1.55,0.0,0.05,0.0,inf,-0.8,83.1,0.5,463.0,0.11983,0.50473,3.20033,0.54492,0.12577,0.35382,C(13)20H31O10P,UAAs,Aliphatic-like,Lipid
24,30,9,0,1,0,0,CHO,Lignin,10.0,1.0,0.06667,0.28205,0.375,1.25,0.0,0.0,0.0,0.0,-0.5,74.55,0.375,464.0,1.0621,0.43745,4.14298,0.39726,0.81646,0.58838,C(13)24H30O9,PUCs,Lignin-like,POCs
21,35,9,0,1,0,1,CHOP,Protein,5.0,-4.0,0.0,0.0,0.42857,1.66667,0.0,0.04762,0.0,inf,-1.04762,90.15714,0.42857,463.0,0.07808,0.54654,3.15886,0.58673,0.16755,0.39562,C(13)21H35O9P,UAAs,Aliphatic-like,Lipid
20,12,14,0,0,0,0,CHO,ConHC,15.0,1.0,0.16667,0.61538,0.7,0.6,0.0,0.0,0.0,0.0,0.8,37.5,0.7,476.0,0.26021,0.38171,3.42629,0.42301,0.00778,0.2266,C20H12O14,PPAs,Polyphenol-like,POCs
17,17,14,0,0,0,1,CHOP,Tannin,10.0,-4.0,0.0,0.22222,0.82353,1.0,0.0,0.05882,0.0,inf,0.35294,50.24118,0.82353,476.0,0.27619,0.36571,3.44217,0.40701,0.02377,0.21061,C17H17O14P,PUCs,Tannin-like,POCs
21,16,13,0,0,0,0,CHO,ConHC,14.0,1.0,0.125,0.51724,0.61905,0.7619,0.0,0.0,0.0,0.0,0.47619,46.72857,0.61905,476.0,0.21846,0.42352,3.38481,0.46483,0.03399,0.2684,C21H16O13,PPAs,Polyphenol-like,POCs
18,21,13,0,0,0,1,CHOP,Tannin,9.0,-4.0,0.0,0.14286,0.72222,1.16667,0.0,0.05556,0.0,inf,0.0,60.3,0.72222,476.0,0.23444,0.40752,3.40069,0.44882,0.018,0.2524,C18H21O13P,PUCs,Tannin-like,POCs
18,20,15,0,0,0,0,CHO,Tannin,9.0,-6.0,0.0,0.14286,0.83333,1.11111,0.0,0.0,0.0,0.0,0.55556,44.46667,0.83333,476.0,0.21806,0.42392,3.38442,0.46523,0.03439,0.2688,C18H20O15,PUCs,Tannin-like,POCs
22,20,12,0,0,0,0,CHO,Lignin,13.0,1.0,0.1,0.4375,0.54545,0.90909,0.0,0.0,0.0,0.0,0.18182,55.11818,0.54545,476.0,0.1767,0.46533,3.34334,0.50664,0.07577,0.3102,C22H20O12,PUCs,Lignin-like,POCs
19,25,12,0,0,0,1,CHOP,Lignin,8.0,-4.0,0.0,0.08333,0.63158,1.31579,0.0,0.05263,0.0,inf,-0.31579,69.3,0.63158,476.0,0.19268,0.44932,3.35921,0.49063,0.05978,0.2942,C19H25O12P,PUCs,Lignin-like,POCs
19,24,14,0,0,0,0,CHO,Tannin,8.0,-6.0,0.0,0.08333,0.73684,1.26316,0.0,0.0,0.0,0.0,0.21053,54.3,0.73684,476.0,0.1763,0.46573,3.34294,0.50704,0.07617,0.3106,C19H24O14,PUCs,Tannin-like,POCs
30,20,6,0,0,0,0,CHO,ConHC,21.0,15.0,0.625,0.66667,0.2,0.66667,0.0,0.0,0.0,0.0,-0.26667,67.9,0.2,476.0,0.09399,0.54815,3.26118,0.58947,0.15852,0.39299,C30H20O6,PPAs,Polyphenol-like,POCs
23,24,11,0,0,0,0,CHO,Lignin,12.0,1.0,0.08333,0.37143,0.47826,1.04348,0.0,0.0,0.0,0.0,-0.08696,62.77826,0.47826,476.0,0.13495,0.50714,3.30186,0.54845,0.11755,0.35199,C23H24O11,PUCs,Lignin-like,POCs
20,29,11,0,0,0,1,CHOP,Lignin,7.0,-4.0,0.0,0.03704,0.55,1.45,0.0,0.05,0.0,inf,-0.6,77.4,0.55,476.0,0.15093,0.49113,3.31774,0.53245,0.10155,0.33599,C20H29O11P,PUCs,Lignin-like,Lipid
20,28,13,0,0,0,0,CHO,Tannin,7.0,-6.0,0.0,0.03704,0.65,1.4,0.0,0.0,0.0,0.0,-0.1,63.15,0.65,476.0,0.13455,0.50754,3.30147,0.54885,0.11795,0.35239,C20H28O13,PUCs,Lignin-like,Not Matched
31,24,5,0,0,0,0,CHO,ConHC,20.0,15.0,0.57692,0.61404,0.16129,0.77419,0.0,0.0,0.0,0.0,-0.45161,73.17097,0.16129,476.0,0.05224,0.58996,3.21971,0.63128,0.2003,0.43479,C31H24O5,PPAs,Polyphenol-like,POCs
24,28,10,0,0,0,0,CHO,Lignin,11.0,1.0,0.07143,0.31579,0.41667,1.16667,0.0,0.0,0.0,0.0,-0.33333,69.8,0.41667,476.0,0.0932,0.54895,3.26039,0.59027,0.15932,0.39379,C24H28O10,PUCs,Lignin-like,POCs
21,33,10,0,0,0,1,CHOP,Protein,6.0,-4.0,0.0,0.0,0.47619,1.57143,0.0,0.04762,0.0,inf,-0.85714,84.72857,0.47619,476.0,0.10918,0.53294,3.27626,0.57426,0.14333,0.37779,C21H33O10P,UAAs,Aliphatic-like,Lipid
21,32,12,0,0,0,0,CHO,AminoSugar,6.0,-6.0,0.0,0.0,0.57143,1.52381,0.0,0.0,0.0,0.0,-0.38095,71.15714,0.57143,476.0,0.0928,0.54935,3.25999,0.59067,0.15972,0.39419,C21H32O12,UAAs,Aliphatic-like,Lipid
32,28,4,0,0,0,0,CHO,Lignin,19.0,15.0,0.53571,0.56667,0.125,0.875,0.0,0.0,0.0,0.0,-0.625,78.1125,0.125,476.0,0.01049,0.63177,3.17823,0.67309,0.24207,0.47658,C32H28O4,PPAs,Polyphenol-like,POCs
25,32,9,0,0,0,0,CHO,Lignin,10.0,1.0,0.0625,0.26829,0.36,1.28,0.0,0.0,0.0,0.0,-0.56,76.26,0.36,476.0,0.05144,0.59076,3.21891,0.63208,0.2011,0.43559,C25H32O9,PUCs,Lignin-like,POCs
22,37,9,0,0,0,1,CHOP,Protein,5.0,-4.0,0.0,0.0,0.40909,1.68182,0.0,0.04545,0.0,inf,-1.09091,91.39091,0.40909,476.0,0.06742,0.57475,3.23479,0.61607,0.18511,0.41959,C22H37O9P,UAAs,Aliphatic-like,Lipid
26,36,8,0,0,0,0,CHO,Lignin,9.0,1.0,0.05556,0.22727,0.30769,1.38462,0.0,0.0,0.0,0.0,-0.76923,82.22308,0.30769,476.0,0.00969,0.63257,3.17744,0.67389,0.24287,0.47738,C26H36O8,PUCs,Lignin-like,Lipid
20,15,13,1,0,0,0,CHON,ConHC,14.0,1.0,0.0,0.52,0.65,0.75,0.05,0.0,inf,0.0,0.7,40.35,0.7,477.0,0.23056,0.41275,3.40349,0.45414,0.02241,0.25731,C20H15O13N,PPAs,Polyphenol-like,Not Matched
20,16,13,0,1,0,0,CHO,ConHC,13.0,0.0,0.0,0.48148,0.65,0.8,0.0,0.0,0.0,0.0,0.5,46.05,0.65,465.0,0.21576,0.41137,3.30893,0.45173,0.03085,0.25984,C(13)20H16O13,PUCs,Lignin-like,POCs
21,19,12,1,0,0,0,CHON,Lignin,13.0,1.0,0.0,0.42857,0.57143,0.90476,0.04762,0.0,inf,0.0,0.38095,49.44286,0.61905,477.0,0.18881,0.45456,3.36202,0.49595,0.06419,0.2991,C21H19O12N,PUCs,Lignin-like,Not Matched
21,20,12,0,1,0,0,CHO,Lignin,12.0,0.0,0.0,0.4,0.57143,0.95238,0.0,0.0,0.0,0.0,0.19048,54.87143,0.57143,465.0,0.17401,0.45318,3.26746,0.49354,0.07263,0.30164,C(13)21H20O12,PUCs,Lignin-like,POCs
22,23,11,1,0,0,0,CHON,Lignin,12.0,1.0,0.0,0.35484,0.5,1.04545,0.04545,0.0,inf,0.0,0.09091,57.70909,0.54545,477.0,0.14705,0.49637,3.32054,0.53777,0.10597,0.3409,C22H23O11N,PUCs,Lignin-like,Not Matched
22,24,11,0,1,0,0,CHO,Lignin,11.0,0.0,0.0,0.33333,0.5,1.09091,0.0,0.0,0.0,0.0,-0.09091,62.89091,0.5,465.0,0.13226,0.49499,3.22598,0.53535,0.1144,0.34343,C(13)22H24O11,PUCs,Lignin-like,POCs
19,29,11,0,1,0,1,CHOP,Lignin,6.0,-5.0,0.0,0.0,0.57895,1.52632,0.0,0.05263,0.0,inf,-0.63158,78.3,0.57895,465.0,0.14824,0.47899,3.24186,0.51935,0.09841,0.32743,C(13)19H29O11P,UAAs,Aliphatic-like,Lipid
23,27,10,1,0,0,0,CHON,Lignin,11.0,1.0,0.0,0.29412,0.43478,1.17391,0.04348,0.0,inf,0.0,-0.17391,65.25652,0.47826,477.0,0.1053,0.53818,3.27907,0.57958,0.14774,0.3827,C23H27O10N,PUCs,Lignin-like,Not Matched
23,28,10,0,1,0,0,CHO,Lignin,10.0,0.0,0.0,0.27778,0.43478,1.21739,0.0,0.0,0.0,0.0,-0.34783,70.21304,0.43478,465.0,0.0905,0.5368,3.18451,0.57717,0.15618,0.38523,C(13)23H28O10,PUCs,Lignin-like,POCs
20,33,10,0,1,0,1,CHOP,Protein,5.0,-5.0,0.0,0.0,0.5,1.65,0.0,0.05,0.0,inf,-0.9,85.95,0.5,465.0,0.10648,0.5208,3.20038,0.56116,0.14019,0.36923,C(13)20H33O10P,UAAs,Aliphatic-like,Lipid
24,32,9,0,1,0,0,CHO,Lignin,9.0,0.0,0.0,0.23077,0.375,1.33333,0.0,0.0,0.0,0.0,-0.58333,76.925,0.375,466.0,1.04875,0.42139,4.14303,0.38102,0.80205,0.57297,C(13)24H32O9,PUCs,Lignin-like,Lipid
20,14,14,0,0,0,0,CHO,ConHC,14.0,0.0,0.0,0.53846,0.7,0.7,0.0,0.0,0.0,0.0,0.7,40.35,0.7,478.0,0.24686,0.39778,3.42634,0.43925,0.00664,0.24201,C20H14O14,PPAs,Polyphenol-like,POCs
20,20,6,2,0,1,2,CHONSP,Lignin,13.0,7.0,0.22222,0.41667,0.3,1.0,0.1,0.1,1.0,1.0,-0.5,74.55,0.4,478.0,0.17274,0.47199,3.35272,0.51348,0.08079,0.31621,C20H20O6N2SP2,PUCs,Lignin-like,POCs
21,18,13,0,0,0,0,CHO,Lignin,13.0,0.0,0.0,0.44828,0.61905,0.85714,0.0,0.0,0.0,0.0,0.38095,49.44286,0.61905,478.0,0.20511,0.43958,3.38486,0.48107,0.04841,0.28381,C21H18O13,PUCs,Lignin-like,POCs
18,23,13,0,0,0,1,CHOP,Tannin,8.0,-5.0,0.0,0.04762,0.72222,1.27778,0.0,0.05556,0.0,inf,-0.11111,63.46667,0.72222,478.0,0.22109,0.42358,3.40074,0.46506,0.03242,0.26781,C18H23O13P,PUCs,Tannin-like,POCs
18,22,15,0,0,0,0,CHO,Tannin,8.0,-7.0,0.0,0.04762,0.83333,1.22222,0.0,0.0,0.0,0.0,0.44444,47.63333,0.83333,478.0,0.20471,0.43998,3.38447,0.48147,0.04881,0.28421,C18H22O15,PUCs,Tannin-like,POCs
29,18,7,0,0,0,0,CHO,ConHC,21.0,14.0,0.63636,0.68627,0.24138,0.62069,0.0,0.0,0.0,0.0,-0.13793,64.23103,0.24138,478.0,0.1224,0.5224,3.30271,0.56389,0.13116,0.3666,C29H18O7,PAs,Cond. aromatic-like,POCs
22,22,12,0,0,0,0,CHO,Lignin,12.0,0.0,0.0,0.375,0.54545,1.0,0.0,0.0,0.0,0.0,0.09091,57.70909,0.54545,478.0,0.16335,0.48139,3.34339,0.52288,0.09019,0.32561,C22H22O12,PUCs,Lignin-like,POCs
19,27,12,0,0,0,1,CHOP,Lignin,7.0,-5.0,0.0,0.0,0.63158,1.42105,0.0,0.05263,0.0,inf,-0.42105,72.3,0.63158,478.0,0.17934,0.46539,3.35926,0.50688,0.0742,0.30961,C19H27O12P,PUCs,Lignin-like,Not Matched
30,22,6,0,0,0,0,CHO,ConHC,20.0,14.0,0.58333,0.62963,0.2,0.73333,0.0,0.0,0.0,0.0,-0.33333,69.8,0.2,478.0,0.08065,0.56421,3.26123,0.60571,0.17294,0.4084,C30H22O6,PPAs,Polyphenol-like,POCs
23,26,11,0,0,0,0,CHO,Lignin,11.0,0.0,0.0,0.31429,0.47826,1.13043,0.0,0.0,0.0,0.0,-0.17391,65.25652,0.47826,478.0,0.1216,0.5232,3.30191,0.56469,0.13196,0.3674,C23H26O11,PUCs,Lignin-like,POCs
20,31,11,0,0,0,1,CHOP,AminoSugar,6.0,-5.0,0.0,0.0,0.55,1.55,0.0,0.05,0.0,inf,-0.7,80.25,0.55,478.0,0.13758,0.5072,3.31779,0.54869,0.11597,0.3514,C20H31O11P,UAAs,Aliphatic-like,Lipid
23,32,5,2,0,0,2,CHONP,Lignin,10.0,5.0,0.07143,0.21212,0.21739,1.3913,0.08696,0.08696,1.0,1.0,-1.13043,92.51739,0.30435,478.0,0.10841,0.53641,3.28882,0.5779,0.14516,0.3806,C23H32O5N2P2,PUCs,Lignin-like,Lipid
24,30,10,0,0,0,0,CHO,Lignin,10.0,0.0,0.0,0.26316,0.41667,1.25,0.0,0.0,0.0,0.0,-0.41667,72.175,0.41667,478.0,0.07985,0.56501,3.26044,0.60651,0.17374,0.4092,C24H30O10,PUCs,Lignin-like,POCs
21,35,10,0,0,0,1,CHOP,Protein,5.0,-5.0,0.0,0.0,0.47619,1.66667,0.0,0.04762,0.0,inf,-0.95238,87.44286,0.47619,478.0,0.09583,0.54901,3.27631,0.5905,0.15775,0.3932,C21H35O10P,UAAs,Aliphatic-like,Lipid
25,34,9,0,0,0,0,CHO,Lignin,9.0,0.0,0.0,0.21951,0.36,1.36,0.0,0.0,0.0,0.0,-0.64,78.54,0.36,478.0,0.03809,0.60682,3.21896,0.64832,0.21551,0.45099,C25H34O9,PUCs,Lignin-like,Lipid
26,38,8,0,0,0,0,CHO,Lignin,8.0,0.0,0.0,0.18182,0.30769,1.46154,0.0,0.0,0.0,0.0,-0.84615,84.41538,0.30769,478.0,0.00366,0.64863,3.17749,0.69013,0.25729,0.49279,C26H38O8,PUCs,Lignin-like,Lipid
20,17,13,1,0,0,0,CHON,Tannin,13.0,0.0,0.0,0.44,0.65,0.85,0.05,0.0,inf,0.0,0.6,43.2,0.7,479.0,0.21721,0.42881,3.40354,0.47038,0.03683,0.27272,C20H17O13N,PUCs,Lignin-like,Not Matched
20,18,13,0,1,0,0,CHO,Lignin,12.0,-1.0,0.0,0.40741,0.65,0.9,0.0,0.0,0.0,0.0,0.4,48.9,0.65,467.0,0.20241,0.42744,3.30898,0.46797,0.04527,0.27525,C(13)20H18O13,PUCs,Lignin-like,POCs
