Mass,Abundance,C,H,O,N,C13,S,P,Na,Error_ppm,Candidates,CalMass,AlignMasses,NeutralMass,sn,resolution,rel_abu,peak_index,El_comp,Sample,DBE,DBEO,AI,AImod,O_C,H_C,N_C,P_C,N_P,P_N,NOSC,GFE,PI,NKM,KMD-CH2,KMD-CO2,KMD-H2,KMD-O2,KMD-H2O,KMD-CHO,KMD-OCH2,KMD-C6H4O,Ymet,Molecular formula,Outline,Specifics,MSCC,CRAM,IOS
405.083957,47315876.0,19,18,10,0,0,0,0,0,0.0252405179237163,3,405.082696625401,405.082710081998,406.089986548878,271.5,245745.8,0.246235823136727,2677,CHO,Altamaha_PP48_000107-4_p08,11.0,1.0,0.11111,0.42857,0.52632,0.94737,0.0,0.0,,,0.10526,57.3,0.52632,405.0,0.3701433754,0.175825867,3.0629821646,0.210956107,0.1553338708,0.0439053345,0.060363752,0.0332405264,0.10915207046205433,C19H18O10,PUCs,Lignin-like,Not Matched,CRAM,
405.087142,4383655.0,16,22,10,0,0,1,0,0,0.390508117347297,3,405.08588161022,405.085932567564,406.093209034444,23.27,249841.1,0.022812911617074,2678,CHOS,Altamaha_PP48_000107-4_p08,6.0,-4.0,0.0,0.0,0.625,1.375,0.0,0.0,,,0.0,60.3,0.625,405.0,0.3662305695,0.1797439525,3.0590953986,0.2148745322,0.1514189876,0.0478221443,0.0564479504,0.0293244626,0.12621636368543554,C16H22O10S,PUCs,Lignin-like,Not Matched,,
405.104937,4192174.3,16,22,12,0,0,0,0,0,0.277551299331805,3,405.103676525403,405.103736987849,406.111013454729,22.16,226853.3,0.0218164298488975,2680,CHO,Altamaha_PP48_000107-4_p08,6.0,-6.0,0.0,0.0,0.75,1.375,0.0,0.0,,,0.125,56.7375,0.75,405.0,0.3490369694,0.1969607521,3.0420162231,0.2320928245,0.1342162598,0.0650333382,0.0392411871,0.0121165468,0.13014350112079837,C16H22O12,PUCs,Tannin-like,Not Matched,,
405.120319,52411316.0,20,22,9,0,0,0,0,0,0.108551619045181,2,405.119058452083,405.119061752544,406.126338219424,300.96,248089.8,0.272752924133522,2682,CHO,Altamaha_PP48_000107-4_p08,10.0,1.0,0.09091,0.35484,0.45,1.1,0.0,0.0,,,-0.2,66.0,0.45,405.0,0.3337990033,0.2122192789,3.0268796666,0.2473526743,0.1189702041,0.080286897,0.023991555,0.0031341068,0.09790339271161955,C20H22O9,PUCs,Lignin-like,Not Matched,CRAM,
405.123327,2956213.5,17,26,9,0,0,1,0,0,0.946128648372386,1,405.122066437745,405.122092405626,406.129368872506,15.01,260655.4,0.0153843852439804,2683,CHOS,Altamaha_PP48_000107-4_p08,5.0,-4.0,0.0,0.0,0.52941,1.52941,0.0,0.0,,,-0.35294,70.35882,0.52941,405.0,0.3298861973,0.2161373644,3.0229929007,0.2512710995,0.115055321,0.0842037069,0.0200757534,0.0070501706,0.11102150019443416,C17H26O9S,UAAs,Aliphatic-like,Not Matched,,
405.156771,41368516.0,21,26,8,0,0,0,0,0,0.0621542627883545,2,405.155510278318,405.155516589267,406.162793056147,237.11,246146.5,0.21528525836032,2687,CHO,Altamaha_PP48_000107-4_p08,9.0,1.0,0.07692,0.29412,0.38095,1.2381,0.0,0.0,,,-0.47619,73.87143,0.38095,405.0,0.2974546311,0.2486126907,2.9907771687,0.2837492416,0.0826065375,0.1166684596,0.012380642,0.03950874,0.08825928184056339,C21H26O8,PUCs,Lignin-like,Not Matched,CRAM,
405.193104,15350737.0,22,30,7,0,0,0,0,0,0.0240219616126078,2,405.191843105102,405.19186709312,406.19914356,86.68,243269.7,0.079886534510117,2690,CHO,Altamaha_PP48_000107-4_p08,8.0,1.0,0.06667,0.24324,0.31818,1.36364,0.0,0.0,,,-0.72727,81.02727,0.31818,405.0,0.2611102589,0.2850061025,2.9546746707,0.3201458088,0.0462428708,0.1530500222,0.048752839,0.0758833732,0.08055022586362222,C22H30O7,PUCs,Lignin-like,Not Matched,CRAM,
405.229393,2772959.8,23,34,6,0,0,0,0,0,0.0344568644048261,1,405.228131932078,405.228248359517,406.235524826397,13.96,250180.7,0.0144307174800706,2692,CHO,Altamaha_PP48_000107-4_p08,7.0,1.0,0.05882,0.2,0.26087,1.47826,0.0,0.0,,,-0.95652,87.56087,0.26087,405.0,0.2247658867,0.3213995144,2.9185721727,0.3565423761,0.0098792042,0.1894315847,0.085125036,0.1122580065,0.07407969387088559,C23H34O6,PUCs,Lignin-like,Not Matched,CRAM,
406.042928,4359459.5,17,13,11,1,0,0,0,0,0.224746398634129,3,406.041663048395,406.041675281485,407.048951748365,23.13,256042.9,0.0226869961873627,2693,CHON,Altamaha_PP48_000107-4_p08,12.0,1.0,0.0,0.52381,0.64706,0.76471,0.05882,0.0,inf,0.0,0.70588,40.18235,0.70588,406.0,0.4118032829,0.135459053,3.1110198895,0.1706724968,0.1964850156,0.0032260751,0.101289966,0.0741025009,0.13989419864077524,C17H13O11N,PPAs,Polyphenol-like,Not Matched,,
406.063799,1812267.9,14,17,13,1,0,0,0,0,0.131606217155211,4,406.06253394864,406.062766744261,407.070043211141,8.4,266626.3,0.0094311955272849,2695,CHON,Altamaha_PP48_000107-4_p08,7.0,-6.0,0.0,0.0,0.92857,1.21429,0.07143,0.0,inf,0.0,0.85714,35.87143,1.0,406.0,0.3906968768,0.1565939381,3.090053948,0.1918092143,0.1753674046,0.0243540789,0.0801674012,0.0529785212,0.17634958671085912,C14H17O13N,PUCs,Tannin-like,Not Matched,,
406.079269,8932658.0,18,17,10,1,0,0,0,0,0.0801961555308395,4,406.078003874695,406.078001951692,407.085278418572,49.57,248344.4,0.0464863082198642,2696,CHON,Altamaha_PP48_000107-4_p08,11.0,1.0,0.0,0.41667,0.55556,0.94444,0.05556,0.0,inf,0.0,0.33333,50.8,0.61111,406.0,0.3754589107,0.1718524649,3.0749173915,0.207069064,0.1601213489,0.0396076377,0.064917769,0.0377278677,0.1214680042631293,C18H17O10N,PUCs,Lignin-like,Not Matched,CRAM,
406.090749,2329142.8,17,17,9,3,0,0,0,0,0.0576786388004245,3,406.08948381982,406.089226174091,407.096502640971,11.39,160842.6,0.0121210562509924,2698,CHON,Altamaha_PP48_000107-4_p08,11.0,2.0,0.0,0.36842,0.52941,1.0,0.17647,0.0,inf,0.0,0.58824,43.53529,0.70588,406.0,0.3631449162,0.1841830747,3.0626853475,0.219400743,0.1478008172,0.0519342328,0.0525943471,0.0254036203,0.13770503985841923,C17H17O9N3,PUCs,Lignin-like,Proteins,CRAM,
406.100448,4723002.5,15,21,12,1,0,0,0,0,0.0209100539352826,4,406.099182773457,406.099107190236,407.106383657116,25.23,241629.3,0.0245789047266994,2699,CHON,Altamaha_PP48_000107-4_p08,6.0,-6.0,0.0,0.0,0.8,1.4,0.06667,0.0,inf,0.0,0.4,48.9,0.86667,406.0,0.3543525046,0.1929873499,3.05395145,0.2282057815,0.1390037379,0.0607356414,0.0437952042,0.016603888,0.1480403260921339,C15H21O12N,PUCs,Tannin-like,Not Matched,,
406.115605,7048512.5,19,21,9,1,0,0,0,0,0.0500001418555942,2,406.114339701001,406.114334455181,407.121610922061,38.67,255032.4,0.036681055579041,2700,CHON,Altamaha_PP48_000107-4_p08,10.0,1.0,0.0,0.33333,0.47368,1.10526,0.05263,0.0,inf,0.0,0.0,60.3,0.52632,406.0,0.3391145385,0.2082458767,3.0388148936,0.2434656313,0.1237576823,0.0759892002,0.0285455721,0.0013532344,0.10733089271012347,C19H21O9N,PUCs,Lignin-like,Not Matched,CRAM,
406.136734,3916105.0,16,25,11,1,0,0,0,0,0.0180351784218648,4,406.135468599991,406.135491526812,407.142767993692,20.56,230907.9,0.0203797418474267,2702,CHON,Altamaha_PP48_000107-4_p08,5.0,-6.0,0.0,0.0,0.6875,1.5625,0.0625,0.0,inf,0.0,0.0,60.3,0.75,406.0,0.3180081324,0.2293807618,3.0178489521,0.2646023488,0.1026400713,0.097117204,0.0074230072,0.0197707452,0.127562774165565,C16H25O11N,N_Ccs,Aliphatic-like,Not Matched,,
406.152083,3938639.0,20,25,8,1,0,0,0,0,0.169812048108837,1,406.15081752661,406.150809457957,407.158085924837,20.69,246338.6,0.0204970106905221,2703,CHON,Altamaha_PP48_000107-4_p08,9.0,1.0,0.0,0.26667,0.4,1.25,0.05,0.0,inf,0.0,-0.3,68.85,0.45,406.0,0.3027701663,0.2446392886,3.0027123956,0.2798621986,0.0873940156,0.1123707628,0.0078266249,0.0350213988,0.0961414269278438,C20H25O8N,PUCs,Lignin-like,Not Matched,CRAM,
406.173215,2382679.5,17,29,10,1,0,0,0,0,0.174385482208149,2,406.171949425575,406.171940696352,407.179217163232,11.7,279814.7,0.0123996657687053,2705,CHON,Altamaha_PP48_000107-4_p08,4.0,-6.0,0.0,0.0,0.58824,1.70588,0.05882,0.0,inf,0.0,-0.35294,70.35882,0.64706,406.0,0.2816637603,0.2657741736,2.9817464541,0.3009989161,0.0662764046,0.1334987666,0.0289491898,0.0561453785,0.11206190646782063,C17H29O10N,N_Ccs,Aliphatic-like,Not Matched,,
407.02682,13835948.0,17,12,12,0,0,0,0,0,0.0895203324722357,3,407.025550339201,407.025562856281,408.032839323161,77.92,240132.7,0.0720034443546381,2707,CHO,Altamaha_PP48_000107-4_p08,12.0,0.0,0.0,0.54545,0.70588,0.70588,0.0,0.0,,,0.70588,40.18235,0.70588,407.0,0.4294328126,0.1191550411,3.1351871605,0.1544537748,0.2135930254,0.0133982169,0.1181674051,0.0909140895,0.13908066720609724,C17H12O12,PPAs,Polyphenol-like,Not Matched,,
407.045488,3111603.0,18,16,9,0,0,1,0,0,0.105556755023896,4,407.044218249721,407.044183263027,408.051459729907,15.91,278723.0,0.0161930453528898,2709,CHOS,Altamaha_PP48_000107-4_p08,11.0,2.0,0.125,0.44,0.5,0.88889,0.0,0.0,,,0.22222,53.96667,0.5,407.0,0.4102820405,0.1383316534,3.1161638381,0.1736320498,0.1944320866,0.0057721518,0.0990019714,0.0717473721,0.11746036042741943,C18H16O9S,PUCs,Lignin-like,Not Matched,CRAM,
407.063308,52313788.0,18,16,11,0,0,0,0,0,0.0967210412722822,5,407.0620381643,407.062024358704,408.069300825584,300.39,244958.1,0.272245380167542,2712,CHO,Altamaha_PP48_000107-4_p08,11.0,0.0,0.0,0.44,0.61111,0.88889,0.0,0.0,,,0.33333,50.8,0.61111,407.0,0.3930884404,0.1555484529,3.0990846625,0.1908503421,0.1772293588,0.0229833457,0.0817952081,0.0545394563,0.12085419773348924,C18H16O11,PUCs,Lignin-like,Not Matched,CRAM,
407.099649,72695496.0,19,20,10,0,0,0,0,0,0.020743332912631,3,407.098378990086,407.098378861591,408.105655328471,418.24,248216.4,0.378313513542319,2717,CHO,Altamaha_PP48_000107-4_p08,10.0,0.0,0.0,0.35714,0.52632,1.05263,0.0,0.0,,,0.0,60.3,0.52632,407.0,0.3567440682,0.1919418647,3.0629821646,0.2272469094,0.1408656921,0.0593649083,0.0454230111,0.018164823,0.10685136612563276,C19H20O10,PUCs,Lignin-like,Not Matched,CRAM,
407.102712,3270345.8,16,24,10,0,0,1,0,0,0.637093065204402,2,407.101441975401,407.101481211095,408.108757677975,16.83,244088.5,0.0170191563187954,2718,CHOS,Altamaha_PP48_000107-4_p08,5.0,-5.0,0.0,0.0,0.625,1.5,0.0,0.0,,,-0.125,63.8625,0.625,407.0,0.3528312623,0.1958599503,3.0590953986,0.2311653346,0.136950809,0.0632817181,0.0415072096,0.0142487592,0.12315017104324605,C16H24O10S,UAAs,Aliphatic-like,Not Matched,,
407.136007,79036120.0,20,24,9,0,0,0,0,0,0.0441953372561177,2,407.134736815772,407.134737864445,408.142014331325,454.9,250741.9,0.411310657457407,2722,CHO,Altamaha_PP48_000107-4_p08,9.0,0.0,0.0,0.29032,0.45,1.2,0.0,0.0,,,-0.3,68.85,0.45,407.0,0.3203996961,0.2283352766,3.0268796666,0.2636434767,0.1045020255,0.0957464709,0.0090508141,0.0182098102,0.09575649258263438,C20H24O9,PUCs,Lignin-like,Not Matched,CRAM,
407.172484,40681188.0,21,28,8,0,0,0,0,0,0.144850258600465,1,407.171213640868,407.171200533469,408.178477000349,233.13,244052.9,0.211708345278442,2726,CHO,Altamaha_PP48_000107-4_p08,8.0,0.0,0.0,0.23529,0.38095,1.33333,0.0,0.0,,,-0.57143,76.58571,0.38095,407.0,0.2840553239,0.2647286884,2.9907771687,0.300040044,0.0681383588,0.1321280334,0.0273213829,0.0545844434,0.08674894660990803,C21H28O8,PUCs,Lignin-like,Not Matched,CRAM,
407.208835,9623284.0,22,32,7,0,0,0,0,0,0.0921603852870378,2,407.207564466551,407.207564536254,408.214841003134,53.56,248528.4,0.0500803843728583,2728,CHO,Altamaha_PP48_000107-4_p08,7.0,0.0,0.0,0.18919,0.31818,1.45455,0.0,0.0,,,-0.81818,83.61818,0.31818,407.0,0.2477109517,0.3011221003,2.9546746707,0.3364366113,0.0317746922,0.168509596,0.0636935799,0.0909590767,0.07929032688266821,C22H32O7,PUCs,Lignin-like,Not Matched,CRAM,
408.058432,6416454.5,17,15,11,1,0,0,0,0,0.0855465981488403,5,408.057157387156,408.057198868843,409.064475335723,35.01,248791.7,0.0333917722547683,2730,CHON,Altamaha_PP48_000107-4_p08,11.0,0.0,0.0,0.42857,0.64706,0.88235,0.05882,0.0,inf,0.0,0.58824,43.53529,0.70588,408.0,0.3984039757,0.1515750508,3.1110198895,0.1869632992,0.1820168369,0.0186856489,0.0863492252,0.0590267975,0.1361373327170327,C17H15O11N,PUCs,Lignin-like,Not Matched,CRAM,
408.094938,8626261.0,18,19,10,1,0,0,0,0,0.0912607875564732,4,408.093663211645,408.09365670409,409.10093317097,47.79,235928.3,0.0448917923009023,2732,CHON,Altamaha_PP48_000107-4_p08,10.0,0.0,0.0,0.33333,0.55556,1.05556,0.05556,0.0,inf,0.0,0.22222,53.96667,0.61111,408.0,0.3620596035,0.1879684626,3.0749173915,0.2233598665,0.1456531702,0.0550672115,0.0499770282,0.0226521642,0.11862557937953669,C18H19O10N,PUCs,Lignin-like,Not Matched,CRAM,
408.105946,1964633.4,17,19,9,3,0,0,0,0,0.193104093840692,3,408.104671158718,408.104773756293,409.112050223173,9.27,223372.3,0.0102241184842675,2734,CHON,Altamaha_PP48_000107-4_p08,10.0,1.0,0.0,0.26316,0.52941,1.11765,0.17647,0.0,inf,0.0,0.47059,46.88824,0.70588,408.0,0.349745609,0.2002990725,3.0626853475,0.2356915454,0.1333326385,0.0673938066,0.0376536062,0.0103279168,0.13406330346866993,C17H19O9N3,PUCs,Lignin-like,Proteins,CRAM,
408.116049,2059101.5,15,23,12,1,0,0,0,0,0.0945929824166053,4,408.11477411014,408.114787441893,409.122063908773,9.82,210895.0,0.0107157384716827,2735,CHON,Altamaha_PP48_000107-4_p08,5.0,-7.0,0.0,0.0,0.8,1.53333,0.06667,0.0,inf,0.0,0.26667,52.7,0.86667,408.0,0.3409531974,0.2091033477,3.05395145,0.244496584,0.1245355592,0.0761952152,0.0288544633,0.0015281846,0.14383976080497934,C15H23O12N,N_Ccs,Aliphatic-like,Not Matched,,
408.131327,6834275.5,19,23,9,1,0,0,0,0,0.0333976702971159,2,408.130052036678,408.130018539752,409.137295006632,37.43,239639.2,0.0355661480997556,2736,CHON,Altamaha_PP48_000107-4_p08,9.0,0.0,0.0,0.25926,0.47368,1.21053,0.05263,0.0,inf,0.0,-0.10526,63.3,0.52632,408.0,0.3257152313,0.2243618745,3.0388148936,0.2597564337,0.1092895036,0.0914487741,0.0136048312,0.013722469,0.10542706616974416,C19H23O9N,PUCs,Lignin-like,Not Matched,CRAM,
408.152331,2565228.0,16,27,11,1,0,0,0,0,0.219410995051975,3,408.151055935677,408.151044474266,409.158320941146,12.75,224954.8,0.0133496636121327,2738,CHON,Altamaha_PP48_000107-4_p08,4.0,-7.0,0.0,0.0,0.6875,1.6875,0.0625,0.0,inf,0.0,-0.125,63.8625,0.75,408.0,0.3046088252,0.2454967595,3.0178489521,0.2808931513,0.0881718926,0.1125767778,0.0075177337,0.0348464487,0.12530006942276328,C16H27O11N,N_Ccs,Aliphatic-like,Not Matched,,
408.167693,3063922.0,20,27,8,1,0,0,0,0,0.105073586328832,1,408.166417861803,408.166433375165,409.173709842045,15.63,263250.5,0.0159449093935559,2739,CHON,Altamaha_PP48_000107-4_p08,8.0,0.0,0.0,0.2,0.4,1.35,0.05,0.0,inf,0.0,-0.4,71.7,0.45,408.0,0.2893708591,0.2607552863,3.0027123956,0.296153001,0.0729258369,0.1278303366,0.0227673658,0.0500971022,0.09435201431651333,C20H27O8N,PUCs,Lignin-like,Not Matched,CRAM,
409.024754,3400135.3,17,14,10,0,0,1,0,0,0.0459590264573355,3,409.023474735065,409.023472048905,410.030748515785,17.57,266868.5,0.017694591861128,2742,CHOS,Altamaha_PP48_000107-4_p08,11.0,1.0,0.0,0.45455,0.58824,0.82353,0.0,0.0,,,0.47059,46.88824,0.58824,409.0,0.4332271055,0.1180542393,3.152266336,0.153526285,0.2163275746,0.015149837,0.1204334275,0.0930463019,0.1311232350839894,C17H14O10S,PUCs,Lignin-like,Not Matched,CRAM,
409.04252,31433166.0,17,14,12,0,0,0,0,0,0.0216198458436605,3,409.041240649414,409.041240582534,410.048517049414,179.66,240241.5,0.163580856112722,2743,CHO,Altamaha_PP48_000107-4_p08,11.0,-1.0,0.0,0.45455,0.70588,0.82353,0.0,0.0,,,0.58824,43.53529,0.70588,409.0,0.4160335054,0.1352710388,3.1351871605,0.1707445773,0.1991248468,0.002061357,0.1032266642,0.0758383861,0.13536678908921812,C17H14O12,PUCs,Tannin-like,Not Matched,CRAM,
409.057784,3333588.5,21,14,9,0,0,0,0,0,0.0420467290508941,2,409.056504575821,409.056488339579,410.063764806459,17.19,225173.1,0.0173482766819456,2744,CHO,Altamaha_PP48_000107-4_p08,15.0,6.0,0.5,0.63636,0.42857,0.66667,0.0,0.0,,,0.19048,54.87143,0.42857,409.0,0.4007955393,0.1505295656,3.120050604,0.186004427,0.1838787911,0.0173149158,0.0879770321,0.0605877325,0.10050855155895883,C21H14O9,PPAs,Polyphenol-like,Not Matched,,
409.061014,4551126.0,18,18,9,0,0,1,0,0,0.53424114493066,3,409.059734560248,409.059657325075,410.066933791955,24.23,263508.9,0.0236844448744637,2745,CHOS,Altamaha_PP48_000107-4_p08,10.0,1.0,0.0,0.36,0.5,1.0,0.0,0.0,,,0.11111,57.13333,0.5,409.0,0.3968827333,0.1544476511,3.1161638381,0.1899228523,0.1799639079,0.0212317256,0.0840612305,0.0566716687,0.1148003502631913,C18H18O9S,PUCs,Lignin-like,Not Matched,CRAM,
409.078861,67060188.0,18,18,11,0,0,0,0,0,0.141522303943114,4,409.077581474197,409.077576917858,410.084853384738,385.65,246655.0,0.348986893783467,2747,CHO,Altamaha_PP48_000107-4_p08,10.0,-1.0,0.0,0.36,0.61111,1.0,0.0,0.0,,,0.22222,53.96667,0.61111,409.0,0.3796891332,0.1716644506,3.0990846625,0.2071411445,0.1627611801,0.0384429195,0.0668544672,0.0394637528,0.11804009439295954,C18H18O11,PUCs,Lignin-like,Not Matched,CRAM,
409.094325,4074979.0,22,18,8,0,0,0,0,0,0.194360940145333,2,409.093045399632,409.092970795174,410.100247262054,21.47,227101.1,0.021206535589236,2749,CHO,Altamaha_PP48_000107-4_p08,14.0,6.0,0.42857,0.55556,0.36364,0.81818,0.0,0.0,,,-0.09091,62.89091,0.36364,409.0,0.3644511671,0.1869229774,3.0839481061,0.2224009943,0.1475151245,0.0536964783,0.0516048351,0.0242130993,0.09063090712916397,C22H18O8,PPAs,Polyphenol-like,Not Matched,CRAM,
409.097289,2809316.3,19,22,8,0,0,1,0,0,0.615748846481501,3,409.096009385339,409.096009385339,410.103285852219,14.16,277518.7,0.0146199197829905,2750,CHOS,Altamaha_PP48_000107-4_p08,9.0,1.0,0.0,0.28571,0.42105,1.15789,0.0,0.0,,,-0.21053,66.3,0.42105,409.0,0.3605383611,0.1908410629,3.0800613401,0.2263194195,0.1436002413,0.0576132882,0.0476890336,0.0202970354,0.10209148484209113,C19H22O8S,PUCs,Lignin-like,Not Matched,CRAM,
409.115304,99451368.0,19,22,10,0,0,0,0,0,0.0307850999507491,3,409.114024298469,409.114033085945,410.121309552825,572.93,249259.4,0.517553335830739,2752,CHO,Altamaha_PP48_000107-4_p08,9.0,-1.0,0.0,0.28571,0.52632,1.15789,0.0,0.0,,,-0.10526,63.3,0.52632,409.0,0.343344761,0.2080578625,3.0629821646,0.2435377118,0.1263975135,0.0748244821,0.0304822702,0.0030891196,0.1046456480370314,C19H22O10,PUCs,Lignin-like,Not Matched,CRAM,
409.151667,71647736.0,20,26,9,0,0,0,0,0,0.0232727942519901,2,409.150387123109,409.150396421105,410.157672887985,412.17,249071.3,0.372860881828394,2756,CHO,Altamaha_PP48_000107-4_p08,8.0,-1.0,0.0,0.22581,0.45,1.3,0.0,0.0,,,-0.4,71.7,0.45,409.0,0.3070003889,0.2444512743,3.0268796666,0.2799342791,0.0900338468,0.1112060447,0.0058899267,0.0332855136,0.09398124801686233,C20H26O9,PUCs,Lignin-like,Not Matched,CRAM,
409.188021,20304392.0,21,30,8,0,0,0,0,0,0.127703564106968,2,409.186740947773,409.186739089676,410.194015556556,115.31,240807.0,0.105665774367377,2759,CHO,Altamaha_PP48_000107-4_p08,7.0,-1.0,0.0,0.17647,0.38095,1.42857,0.0,0.0,,,-0.66667,79.3,0.38095,409.0,0.2706560167,0.2808446861,2.9907771687,0.3163308464,0.0536701802,0.1475876072,0.0422621237,0.0696601469,0.08528943286169588,C21H30O8,PUCs,Lignin-like,Not Matched,CRAM,
409.224449,3260950.8,22,34,7,0,0,0,0,0,0.156489944547907,1,409.223168772062,409.223241176161,410.230517643041,16.77,273491.8,0.0169702639436786,2760,CHO,Altamaha_PP48_000107-4_p08,6.0,-1.0,0.0,0.13514,0.31818,1.54545,0.0,0.0,,,-0.90909,86.20909,0.31818,409.0,0.2343116445,0.317238098,2.9546746707,0.3527274137,0.0173065135,0.1839691698,0.0786343207,0.1060347801,0.07806923350053768,C22H34O7,UAAs,Aliphatic-like,Not Matched,,
409.312763,1627450.0,28,42,2,0,0,0,0,0,0.304537728153973,1,409.311482346002,409.311329082978,410.318605549858,7.32,273609.8,0.0084693875341939,2761,CHO,Altamaha_PP48_000107-4_p08,8.0,6.0,0.23077,0.25926,0.07143,1.5,0.0,0.0,,,-1.35714,98.97857,0.07143,409.0,0.146384934,0.4052834485,2.8673331183,0.440780398,0.0706668754,0.2719858538,0.1666283468,0.1940347001,0.05701276404696104,C28H42O2,UAAs,Lipid-like,Not Matched,,
410.037783,2449754.5,16,13,12,1,0,0,0,0,0.100569204912791,4,410.036498844098,410.036457082474,411.043733549354,12.08,266015.0,0.0127487297453904,2762,CHON,Altamaha_PP48_000107-4_p08,11.0,-1.0,0.0,0.44444,0.75,0.8125,0.0625,0.0,inf,0.0,0.875,35.3625,0.8125,410.0,0.4213490406,0.1312976366,3.1471223874,0.1668575343,0.2039123249,0.0022363398,0.1077806813,0.0803257273,0.15483647138455517,C16H13O12N,PUCs,Tannin-like,Not Matched,,
410.074223,6849385.0,17,17,11,1,0,0,0,0,0.117509766637182,4,410.072938667896,410.072932233054,411.080208699934,37.51,242168.1,0.0356447792165013,2764,CHON,Altamaha_PP48_000107-4_p08,10.0,-1.0,0.0,0.33333,0.64706,1.0,0.05882,0.0,inf,0.0,0.47059,46.88824,0.70588,410.0,0.3850046685,0.1676910485,3.1110198895,0.2032541016,0.1675486582,0.0341452227,0.0714084843,0.043951094,0.13257697131084134,C17H17O11N,PUCs,Lignin-like,Not Matched,CRAM,
410.110452,8651639.0,18,21,10,1,0,0,0,0,0.066563694195146,3,410.109167492695,410.109242067984,411.116518534864,47.93,231841.5,0.0450238615606908,2766,CHON,Altamaha_PP48_000107-4_p08,9.0,-1.0,0.0,0.25,0.55556,1.16667,0.05556,0.0,inf,0.0,0.11111,57.13333,0.61111,410.0,0.3486602963,0.2040844603,3.0749173915,0.2396506689,0.1311849916,0.0705267853,0.0350362873,0.0075764608,0.11591314164624714,C18H21O10N,PUCs,Lignin-like,Not Matched,CRAM,
410.121786,1746939.8,17,21,9,3,0,0,0,0,0.0120035818784967,2,410.120501437881,410.120497886714,411.127774353594,8.01,149035.0,0.0090912225660433,2768,CHON,Altamaha_PP48_000107-4_p08,9.0,0.0,0.0,0.15789,0.52941,1.23529,0.17647,0.0,inf,0.0,0.35294,50.24118,0.70588,410.0,0.3363463018,0.2164150702,3.0626853475,0.2519823478,0.1188644598,0.0828533804,0.0227128654,0.0047477866,0.13060922249327744,C17H21O9N3,PUCs,Lignin-like,Proteins,CRAM,
410.146916,4774790.0,19,25,9,1,0,0,0,0,0.12638228857161,1,410.14563131634,410.145706902168,411.152983369048,25.52,253989.3,0.0248484112595742,2769,CHON,Altamaha_PP48_000107-4_p08,8.0,-1.0,0.0,0.18519,0.47368,1.31579,0.05263,0.0,inf,0.0,-0.21053,66.3,0.52632,410.0,0.3123159241,0.2404778722,3.0388148936,0.2760472362,0.0948213249,0.1069083479,0.0013359097,0.0287981724,0.1038182376257879,C19H25O9N,PUCs,Lignin-like,Not Matched,CRAM,
410.183403,2077076.3,20,29,8,1,0,0,0,0,0.164054120865671,1,410.182118139854,410.182107903322,411.189384370202,9.92,254041.0,0.0108092808521243,2771,CHON,Altamaha_PP48_000107-4_p08,7.0,-1.0,0.0,0.13333,0.4,1.45,0.05,0.0,inf,0.0,-0.5,74.55,0.45,410.0,0.2759715519,0.276871284,3.0027123956,0.3124438034,0.0584576583,0.1432899104,0.0377081066,0.0651728057,0.09262799474191485,C20H29O8N,PUCs,Lignin-like,Not Matched,CRAM,
411.021792,5833953.5,16,12,13,0,0,0,0,0,0.0406601351018327,3,411.020503079463,411.020497252514,412.027773719394,31.64,256402.4,0.030360387752599,2773,CHO,Altamaha_PP48_000107-4_p08,11.0,-2.0,0.0,0.47368,0.8125,0.75,0.0,0.0,,,0.875,35.3625,0.8125,411.0,0.4389785704,0.1149936247,3.1712896584,0.1506388124,0.2210203347,0.0188606318,0.1246581203,0.0971373159,0.1538404887078822,C16H12O13,PUCs,Tannin-like,Not Matched,,
411.037016,4459751.5,20,12,10,0,0,0,0,0,0.0326577307868956,2,411.03572700564,411.035756682929,412.043033149809,23.69,256304.1,0.0232089242432657,2774,CHO,Altamaha_PP48_000107-4_p08,15.0,5.0,0.5,0.66667,0.5,0.6,0.0,0.0,,,0.4,48.9,0.5,411.0,0.4237406043,0.1302521515,3.156153102,0.1658986622,0.2057742791,0.003607073,0.1094084882,0.0818866623,0.11034719972416282,C20H12O10,PPAs,Polyphenol-like,Not Matched,,
411.040411,4586728.5,17,16,10,0,0,1,0,0,0.165733515668025,4,411.039121989177,411.039072667819,412.046349134699,24.43,248338.0,0.0238697232975711,2775,CHOS,Altamaha_PP48_000107-4_p08,10.0,0.0,0.0,0.36364,0.58824,0.94118,0.0,0.0,,,0.35294,50.24118,0.58824,411.0,0.4198277983,0.134170237,3.152266336,0.1698170874,0.2018593959,0.0003097368,0.1054926867,0.0779705985,0.12781712393162042,C17H16O10S,PUCs,Lignin-like,Not Matched,CRAM,
411.058149,46318832.0,17,16,12,0,0,0,0,0,0.0722183014964718,4,411.056859903159,411.056869753345,412.064146220225,265.72,242534.7,0.241047121778994,2777,CHO,Altamaha_PP48_000107-4_p08,10.0,-2.0,0.0,0.36364,0.70588,0.94118,0.0,0.0,,,0.47059,46.88824,0.70588,411.0,0.4026341982,0.1513870365,3.1351871605,0.1870353797,0.1846566681,0.0175209308,0.0882859234,0.0607626826,0.13184609609206235,C17H16O12,PUCs,Tannin-like,Not Matched,CRAM,
